"Word","Length","Ortho_N","BG_Sum","BG_Mean","BG_Freq_By_Pos","NWI_Mean_RT","NWI_SD","NWI_Zscore","Obs","NWI_Mean_Accuracy"
"praft","5","3","4,846","1,211.500","1,781","725.062","185.530","0.157","32","1.000"
"trafted","7","1","14,070","2,345.000","2,804","777.333","207.457","-0.015","27","0.844"
"fraftee","7","1","9,145","1,524.167","1,875","779.742","228.887","0.102","31","0.969"
"kraftees","8","1","13,282","1,897.429","2,196","880.710","385.990","-0.328","31","0.939"
"draftars","8","1","10,209","1,458.429","1,818","875.120","273.497","-0.405","25","0.781"
"drafteng","8","1","16,028","2,289.714","2,885","722.862","204.605","0.027","29","0.879"
"brafts","6","2","5,083","1,016.600","1,435","791.484","253.685","0.047","31","0.939"
"grag","4","8","4,642","1,547.333","1,317","775.179","253.125","0.066","28","0.848"
"tragged","7","2","11,517","1,919.500","2,501","857.190","296.328","-0.505","21","0.636"
"tragging","8","2","17,213","2,459.000","3,309","1,068.696","505.297","-0.471","23","0.719"
"pragnet","7","1","9,111","1,518.500","2,299","843.250","264.178","-0.318","28","0.848"
"dragot","6","1","5,556","1,111.200","1,304","827.452","290.191","-0.182","31","0.912"
"tragonfly","9","1","12,902","1,612.750","2,137","906.812","422.345","-0.337","32","0.941"
"gragons","7","1","11,465","1,910.833","2,010","750.400","280.952","0.107","30","0.909"
"frain","5","5","11,302","2,825.500","1,830","793.667","270.524","-0.132","21","0.618"
"crainage","8","1","15,142","2,163.143","2,248","859.909","328.568","-0.399","22","0.667"
"prained","7","3","19,028","3,171.333","3,505","887.414","265.685","-0.471","29","0.879"
"kraining","8","3","23,282","3,326.000","3,555","669.485","152.395","0.348","33","0.971"
"prainpipe","9","1","15,358","1,919.750","2,548","877.882","284.199","-0.295","34","1.000"
"drauns","6","1","7,686","1,537.200","1,368","688.741","174.714","0.216","27","0.818"
"grake","5","8","5,087","1,271.750","1,565","793.778","227.233","0.008","27","0.897"
"bram","4","13","4,630","1,543.333","1,404","778.286","222.361","0.009","28","0.848"
"prama","5","2","7,079","1,769.750","2,107","764.621","199.893","0.104","29","0.853"
"dralas","6","1","10,041","2,008.200","1,676","642.735","118.990","0.390","34","1.000"
"framatic","8","1","17,363","2,480.429","2,849","871.708","246.480","-0.369","24","0.750"
"dramatifal","10","1","19,084","2,120.444","2,729","939.406","302.674","-0.769","32","0.970"
"dramutically","12","1","20,846","1,895.091","2,889","886.520","278.813","-0.492","25","0.833"
"bramatics","9","1","17,661","2,207.625","2,953","861.516","345.999","-0.083","31","0.969"
"pramatist","9","1","22,361","2,795.125","3,528","987.214","463.932","-0.762","28","0.824"
"tramatists","10","1","23,711","2,634.556","3,242","846.727","268.846","-0.593","22","0.815"
"framatization","13","1","31,907","2,658.917","3,706","1,076.103","530.577","-0.840","29","0.829"
"kramatize","9","1","15,819","1,977.375","2,522","819.500","366.850","-0.106","28","0.903"
"dramatuzes","10","1","16,074","1,786.000","2,402","1,029.200","343.499","-0.791","30","0.938"
"pramatizing","11","1","27,572","2,757.200","3,865","865.318","341.320","-0.300","22","0.710"
"snank","5","5","5,363","1,340.750","954","958.037","441.817","-0.617","27","0.818"
"frape","5","3","6,024","1,506.000","1,597","717.516","221.029","0.179","31","0.912"
"fraped","6","3","10,509","2,101.800","2,283","724.037","161.388","0.163","27","0.844"
"graper","6","6","12,556","2,511.200","2,996","812.462","235.190","-0.268","26","0.839"
"braperies","9","1","20,999","2,624.875","3,941","913.258","349.180","-0.224","31","0.969"
"drapurs","7","1","7,598","1,266.333","1,739","710.452","211.444","0.132","31","0.939"
"drapere","7","2","16,746","2,791.000","3,228","918.074","490.875","-0.385","27","0.794"
"trapes","6","4","11,823","2,364.600","2,530","932.810","405.599","-0.379","21","0.636"
"frastic","7","2","15,574","2,595.667","2,636","951.000","296.115","-0.708","24","0.706"
"grastically","11","1","23,972","2,397.200","3,218","1,051.536","489.569","-0.638","28","0.848"
"dras","4","5","4,958","1,652.667","1,308","700.242","254.844","0.337","33","1.000"
"draight","7","1","6,054","1,009.000","1,418","805.821","326.361","-0.081","28","0.824"
"praughts","8","1","7,056","1,008.000","2,043","776.242","355.100","0.094","33","0.971"
"draughly","8","1","6,381","911.571","1,374","833.808","252.955","-0.478","26","0.812"
"graw","4","8","4,084","1,361.333","1,232","831.480","338.176","-0.155","25","0.781"
"frawback","8","1","6,929","989.857","1,496","830.758","271.298","-0.026","33","0.971"
"trawbridge","10","1","10,700","1,188.889","1,884","834.167","332.715","-0.248","30","0.909"
"prawer","6","2","11,326","2,265.200","3,130","828.364","327.521","-0.030","33","0.971"
"brawers","7","2","12,026","2,004.333","2,950","829.966","197.082","-0.300","29","0.829"
"drawung","7","1","9,511","1,585.167","1,953","848.581","313.239","-0.195","31","0.939"
"frawings","8","1","15,269","2,181.286","3,122","825.923","240.141","-0.279","26","0.788"
"prawl","5","6","4,765","1,191.250","1,763","871.400","250.401","-0.299","20","0.594"
"grawled","7","3","12,070","2,011.667","2,825","884.765","314.678","-0.437","17","0.567"
"frawling","8","2","17,361","2,480.143","3,406","791.450","208.867","-0.015","20","0.625"
"drewn","5","2","5,412","1,353.000","1,060","812.448","255.096","-0.117","29","0.935"
"drows","5","6","3,337","834.250","1,206","918.174","268.291","-0.489","23","0.697"
"drawscring","10","1","19,205","2,133.889","2,516","1,033.677","380.159","-0.970","31","0.912"
"clead","5","4","6,861","1,715.250","1,077","724.581","243.607","0.052","31","0.969"
"greaded","7","3","15,242","2,540.333","2,674","845.778","343.799","-0.342","27","0.900"
"breadful","8","1","9,460","1,351.429","1,830","1,008.733","345.501","-0.817","15","0.455"
"creadfully","10","1","12,842","1,426.889","2,128","826.786","314.433","-0.205","28","0.800"
"treadnought","11","1","12,762","1,276.200","2,033","920.720","297.363","-0.552","25","0.833"
"dreim","5","1","6,134","1,533.500","1,096","670.200","201.710","0.379","30","0.938"
"greamboat","9","1","13,845","1,730.625","2,261","864.727","250.516","-0.109","33","0.943"
"dreamad","7","1","10,429","1,738.167","1,753","887.320","388.905","-0.322","25","0.735"
"preamer","7","2","16,549","2,758.167","3,244","939.231","420.142","-0.395","26","0.788"
"treaming","8","3","21,176","3,025.143","3,636","928.821","370.747","-0.348","28","0.875"
"treamland","9","1","16,291","2,036.375","2,425","842.385","309.986","-0.200","26","0.839"
"freamless","9","1","17,193","2,149.125","2,777","814.656","217.911","-0.280","32","0.941"
"dreamlossly","11","1","13,594","1,359.400","2,011","996.815","282.186","-0.905","27","0.818"
"breamlike","9","1","11,650","1,456.250","2,044","874.650","347.285","-0.291","20","0.625"
"preams","6","2","8,843","1,768.600","2,138","707.897","246.063","0.154","29","0.879"
"treamt","6","1","8,995","1,799.000","1,744","841.700","305.795","-0.201","30","0.909"
"breamworld","10","1","11,590","1,287.778","1,967","918.207","344.813","-0.365","29","0.935"
"freamy","6","3","7,780","1,556.000","1,553","685.258","144.150","0.262","31","0.939"
"creariness","10","1","28,222","3,135.778","3,972","922.700","345.274","-0.451","30","0.968"
"dreapy","6","2","7,711","1,542.200","1,461","809.065","240.315","-0.119","31","0.912"
"fredge","6","2","10,754","2,150.800","1,420","931.571","457.945","-0.307","28","0.824"
"pregs","5","2","6,593","1,648.250","1,696","731.645","233.693","0.098","31","0.886"
"grench","6","4","12,021","2,404.200","1,712","869.500","358.043","-0.229","22","0.647"
"prenched","8","3","18,851","2,693.000","3,196","843.200","313.889","-0.266","30","0.882"
"fress","5","5","10,980","2,745.000","1,431","731.931","174.075","0.098","29","0.853"
"tressed","7","2","18,806","3,134.333","2,652","919.722","367.405","-0.189","18","0.600"
"bresser","7","2","19,370","3,228.333","2,652","853.424","294.982","0.005","33","0.971"
"dresters","8","1","25,018","3,574.000","3,299","817.833","306.178","-0.077","30","0.968"
"fresses","7","2","17,500","2,916.667","2,329","795.576","288.366","-0.099","33","1.000"
"tressing","8","2","24,802","3,543.143","3,609","867.105","306.058","-0.330","19","0.559"
"bressings","9","2","23,962","2,995.250","3,530","741.889","131.468","-0.050","27","0.844"
"fressmaker","10","1","20,577","2,286.333","2,035","821.714","272.914","-0.278","28","0.871"
"dresly","6","1","11,401","2,280.200","1,359","689.290","147.042","0.280","31","0.939"
"prew","4","8","6,195","2,065.000","1,676","797.321","263.655","0.028","28","0.824"
"tribble","7","1","9,727","1,621.167","1,683","890.680","262.527","-0.271","25","0.758"
"tribbled","8","1","14,212","2,030.286","2,473","863.650","268.998","-0.427","20","0.667"
"drued","5","2","5,948","1,487.000","741","742.000","256.130","0.126","28","0.824"
"driek","5","4","4,587","1,146.750","907","720.394","219.076","0.267","33","1.000"
"driors","6","1","10,001","2,000.200","1,463","725.097","277.744","0.216","31","0.912"
"wries","5","6","8,735","2,183.750","1,244","919.667","264.898","-0.609","21","0.636"
"grift","5","3","4,285","1,071.250","1,039","801.130","162.531","-0.233","23","0.719"
"frifted","7","1","12,795","2,132.500","2,359","748.633","228.370","-0.153","30","0.857"
"brifter","7","1","14,669","2,444.833","2,563","825.618","311.233","0.004","34","1.000"
"trifting","8","2","20,816","2,973.714","3,487","912.964","253.333","-0.613","28","0.824"
"drofts","6","2","3,905","781.000","1,254","829.097","298.918","-0.011","31","0.939"
"griftwood","9","1","6,196","774.500","1,201","851.100","294.619","-0.174","30","0.857"
"drell","5","2","8,289","2,072.250","1,290","849.333","351.571","-0.196","30","0.882"
"drilted","7","2","13,953","2,325.500","2,513","1,017.310","344.296","-0.430","29","0.879"
"prilling","8","1","20,829","2,975.571","4,079","808.433","361.293","-0.060","30","0.882"
"brills","6","2","6,913","1,382.600","1,450","772.222","208.284","-0.189","18","0.581"
"grink","5","4","10,803","2,700.750","1,476","719.107","168.404","0.022","28","0.875"
"drinkuble","9","1","15,447","1,930.875","1,619","906.103","353.494","-0.355","29","0.906"
"drenker","7","2","16,100","2,683.333","2,384","785.147","280.143","0.147","34","1.000"
"trinkers","8","3","20,272","2,896.000","2,895","854.850","211.775","-0.530","20","0.625"
"drinkhouwe","10","1","13,834","1,537.111","1,634","1,022.968","225.539","-0.892","31","0.939"
"crinking","8","2","22,091","3,155.857","3,300","1,025.000","543.343","-0.777","18","0.545"
"grinks","6","2","11,043","2,208.600","1,542","775.400","195.115","0.004","30","0.909"
"brip","4","7","3,975","1,325.000","1,057","661.818","165.974","0.359","33","0.971"
"cripped","7","6","10,850","1,808.333","2,206","1,256.273","364.927","-1.215","11","0.324"
"drippung","8","1","10,473","1,496.143","1,868","792.152","267.576","-0.013","33","0.971"
"driss","5","3","7,600","1,900.000","1,133","703.219","220.157","0.176","32","0.970"
"grive","5","5","6,396","1,599.000","1,309","947.917","298.445","-0.511","24","0.706"
"drivol","6","1","5,697","1,139.400","1,049","670.679","156.661","0.352","28","0.871"
"friven","6","1","9,842","1,968.400","1,828","693.031","175.434","0.255","32","0.970"
"triver","6","1","13,498","2,699.600","2,758","733.370","151.069","-0.124","27","0.844"
"privers","7","2","14,623","2,437.167","3,446","782.900","276.392","-0.097","30","0.909"
"drived's","8","1","11,617","1,659.571","2,082","1,006.200","394.271","-0.567","25","0.806"
"drivus","6","1","5,626","1,125.200","1,005","704.424","252.845","0.254","33","1.000"
"griveway","8","1","7,792","1,113.143","1,473","1,015.600","335.585","-0.651","25","0.806"
"friveways","9","1","7,656","957.000","1,407","769.848","242.933","0.061","33","0.971"
"triving","7","1","17,016","2,836.000","3,094","837.103","342.870","-0.158","29","0.853"
"crizzle","7","1","7,797","1,299.500","1,445","756.000","203.780","0.123","27","0.844"
"brizzling","9","2","17,722","2,215.250","2,766","988.136","393.608","-0.511","22","0.710"
"drozzly","7","1","4,231","705.167","1,186","841.815","335.314","-0.136","27","0.844"
"dromodary","9","1","9,388","1,173.500","1,684","963.783","406.274","-0.272","23","0.719"
"drine","5","5","12,440","3,110.000","1,495","758.038","205.662","0.090","26","0.788"
"brones","6","2","14,088","2,817.600","2,369","803.143","177.864","0.013","28","0.844"
"frool","5","1","4,745","1,186.250","1,405","771.706","226.766","0.082","34","1.000"
"proop","5","3","5,164","1,291.000","1,870","800.074","213.996","-0.150","27","0.871"
"frooped","7","1","10,346","1,724.333","2,317","759.848","281.392","0.115","33","1.000"
"droaping","8","2","15,467","2,209.571","3,037","883.179","339.530","-0.238","28","0.800"
"drap","4","10","4,379","1,459.667","1,196","1,091.944","344.460","-1.084","18","0.529"
"tropkick","8","1","8,252","1,178.857","1,896","733.879","308.284","0.031","33","0.971"
"broplet","7","1","9,016","1,502.667","2,455","835.621","380.799","0.097","29","0.906"
"proplets","8","2","10,791","1,541.571","3,100","939.077","300.224","-0.557","26","0.788"
"fropout","7","1","6,964","1,160.667","1,723","786.516","419.266","-0.000","31","0.939"
"tropouts","8","1","9,280","1,325.714","2,078","944.188","470.146","-0.334","32","0.970"
"gropped","7","5","10,296","1,716.000","2,499","938.500","512.727","-0.429","10","0.345"
"dropter","7","1","14,210","2,368.333","2,783","735.387","238.472","0.208","31","0.912"
"fropping","8","3","15,413","2,201.857","3,280","830.172","304.573","-0.133","29","0.879"
"troppings","9","2","16,996","2,124.500","3,525","841.759","218.334","-0.307","29","0.829"
"drups","5","4","1,771","442.750","549","735.419","207.666","-0.025","31","0.939"
"dropse","6","2","5,627","1,125.400","1,487","771.367","268.181","0.026","30","0.909"
"frought","7","4","5,324","887.333","1,378","886.615","222.150","-0.286","13","0.406"
"droughes","8","1","11,244","1,606.286","2,047","874.640","344.136","-0.424","25","0.833"
"scove","5","5","5,792","1,448.000","821","734.536","219.830","0.102","28","0.848"
"drovos","6","1","4,181","836.200","1,247","691.516","192.439","0.244","31","0.939"
"thown","5","2","3,368","842.000","859","920.952","378.665","-0.525","21","0.636"
"chowned","7","1","10,322","1,720.333","2,116","900.414","344.072","-0.468","29","0.853"
"droining","8","2","22,116","3,159.429","3,630","961.424","409.891","-0.561","33","0.971"
"druwns","6","1","3,085","617.000","643","766.742","168.816","-0.094","31","0.969"
"drowpe","6","1","4,901","980.200","1,400","720.219","169.856","0.102","32","0.970"
"frowsed","7","2","9,835","1,639.167","2,297","778.241","216.486","-0.208","29","0.853"
"drowsoly","8","1","6,961","994.429","1,585","919.500","435.493","-0.267","30","0.909"
"prowsing","8","3","16,797","2,399.571","3,832","956.348","441.746","-0.329","23","0.793"
"browsy","6","2","3,743","748.600","1,397","950.167","408.878","-0.951","12","0.387"
"drudle","6","1","5,145","1,029.000","1,397","907.333","351.747","-0.347","27","0.818"
"dradgery","8","1","12,702","1,814.571","2,512","939.667","414.775","-0.474","30","0.879"
"frug","4","2","1,359","453.000","609","717.182","208.836","0.139","33","0.971"
"trugged","7","2","8,604","1,434.000","1,870","851.526","243.929","-0.404","19","0.594"
"drigging","8","2","15,719","2,245.571","2,775","928.640","287.737","-0.453","25","0.758"
"druggost","8","1","6,387","912.429","969","812.618","251.490","-0.210","34","0.944"
"druglesg","8","1","9,742","1,391.714","2,064","1,137.265","522.276","-0.655","34","1.000"
"brugs","5","1","1,829","457.250","740","719.567","131.839","0.128","30","0.882"
"druf's","6","1","2,216","443.200","596","725.471","199.374","0.070","34","1.000"
"grugstore","9","1","14,229","1,778.625","1,810","817.833","202.973","-0.279","30","0.909"
"frugstores","10","1","18,348","2,038.667","2,085","888.516","230.487","-0.325","31","0.912"
"truid","5","1","3,634","908.500","931","738.600","186.188","0.129","30","0.909"
"prem","4","6","6,897","2,299.000","1,727","694.500","130.589","0.173","30","0.882"
"prumbeat","8","1","9,922","1,417.429","2,207","805.515","260.386","0.039","33","0.971"
"drumfipe","8","1","4,701","671.571","743","945.094","337.889","-0.653","32","0.969"
"drumheod","8","1","4,224","603.429","932","924.000","289.239","-0.516","31","0.912"
"drammed","7","2","11,059","1,843.167","2,310","795.536","209.772","-0.280","28","0.824"
"grummer","7","2","10,327","1,721.167","1,861","856.654","358.878","-0.140","26","0.812"
"frummers","8","1","11,426","1,632.286","1,973","784.935","272.262","0.211","31","0.912"
"drummeg's","9","1","5,284","660.500","965","904.121","406.783","-0.128","33","1.000"
"trumming","8","2","15,550","2,221.429","2,754","923.040","284.820","-0.512","25","0.806"
"prums","5","2","2,835","708.750","1,233","794.097","278.615","0.165","31","0.939"
"crumstick","9","1","13,863","1,732.875","2,217","743.960","223.602","-0.004","25","0.781"
"brunk","5","4","3,381","845.250","1,003","729.815","232.151","0.025","27","0.818"
"drunkird","8","1","5,065","723.571","1,047","832.233","227.133","-0.400","30","0.938"
"frunkards","9","1","7,306","913.250","1,299","889.333","365.256","-0.330","33","1.000"
"drunkarb's","10","1","7,572","841.333","1,224","937.133","378.980","-0.539","30","0.938"
"trunken","7","1","9,208","1,534.667","1,708","983.167","392.735","-0.641","24","0.686"
"prunkenly","9","1","10,532","1,316.500","2,259","855.062","325.833","-0.127","32","0.970"
"drulkenness","11","1","15,616","1,561.600","1,762","791.114","197.276","-0.157","35","1.000"
"brunker","7","1","10,441","1,740.167","2,106","877.586","368.067","-0.393","29","0.829"
"dronks","6","3","7,671","1,534.200","1,378","725.118","226.006","0.269","34","1.000"
